ward_id,ward_name,population_total,population_under_five,households,exposure_type,exposure_value,unit,truth_class,source_kind,freshness_state,aggregation_method,spatial_resolution,source_ref,notes
2,North Kadem,,,,water_body_proximity,0.342,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
2,North Kadem,,,,wash_vulnerability,0.368,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
2,North Kadem,,,,exposed_population_proxy,443.6,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,10770,1521,2448,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1,North Kamagambo,,,,population_density,330.0,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,,,,settlement_concentration,0.39,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,,,,floodplain_exposure,0.305,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,,,,water_body_proximity,0.385,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,,,,wash_vulnerability,0.355,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1,North Kamagambo,,,,exposed_population_proxy,489.8,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,9966,1375,2265,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1560,North Kanyamkago,,,,population_density,251.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,,,,settlement_concentration,0.34,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,,,,water_body_proximity,0.319,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1560,North Kanyamkago,,,,exposed_population_proxy,270.3,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,10332,1431,2348,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1543,North Sakwa,,,,population_density,266.8,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,,,,settlement_concentration,0.301,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,,,,floodplain_exposure,0.224,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,,,,water_body_proximity,0.272,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,,,,wash_vulnerability,0.287,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1543,North Sakwa,,,,exposed_population_proxy,279.0,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,10386,1433,2360,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1581,Ntimaru East,,,,population_density,256.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,,,,settlement_concentration,0.315,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,,,,water_body_proximity,0.279,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1581,Ntimaru East,,,,exposed_population_proxy,281.7,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,10596,1462,2408,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1580,Ntimaru West,,,,population_density,259.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,,,,settlement_concentration,0.34,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,,,,water_body_proximity,0.299,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1580,Ntimaru West,,,,exposed_population_proxy,254.9,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,10806,1491,2456,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1583,Nyabasi East,,,,population_density,261.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,,,,settlement_concentration,0.29,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,,,,water_body_proximity,0.319,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1583,Nyabasi East,,,,exposed_population_proxy,293.1,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,11016,1520,2504,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1584,Nyabasi West,,,,population_density,264.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,,,,settlement_concentration,0.315,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,,,,water_body_proximity,0.259,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1584,Nyabasi West,,,,exposed_population_proxy,265.0,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,11382,1576,2587,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,population_density,279.3,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,settlement_concentration,0.351,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,floodplain_exposure,0.224,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,water_body_proximity,0.292,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,wash_vulnerability,0.322,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1578,Nyamosense/Komosoko,,,,exposed_population_proxy,344.8,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,11436,1578,2599,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1556,Ragana-Oruba,,,,population_density,269.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,,,,settlement_concentration,0.29,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,,,,water_body_proximity,0.299,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1556,Ragana-Oruba,,,,exposed_population_proxy,275.1,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,12387,1739,2815,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1542,South Kamagambo,,,,population_density,330.8,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,,,,settlement_concentration,0.37,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,,,,floodplain_exposure,0.279,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,,,,water_body_proximity,0.382,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,,,,wash_vulnerability,0.368,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1542,South Kamagambo,,,,exposed_population_proxy,534.2,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,11856,1636,2695,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1562,South Kanyamkago,,,,population_density,274.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,,,,settlement_concentration,0.34,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,,,,water_body_proximity,0.259,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1562,South Kanyamkago,,,,exposed_population_proxy,285.2,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,12066,1665,2742,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1545,South Sakwa,,,,population_density,276.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,,,,settlement_concentration,0.29,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,,,,water_body_proximity,0.279,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1545,South Sakwa,,,,exposed_population_proxy,327.3,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,12432,1722,2825,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1550,Suna Central,,,,population_density,291.8,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,,,,settlement_concentration,0.326,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,,,,floodplain_exposure,0.224,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,,,,water_body_proximity,0.312,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,,,,wash_vulnerability,0.287,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1550,Suna Central,,,,exposed_population_proxy,335.7,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,12486,1723,2838,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1577,Tagare,,,,population_density,281.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,,,,settlement_concentration,0.34,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,,,,water_body_proximity,0.319,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1577,Tagare,,,,exposed_population_proxy,338.7,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,12696,1752,2885,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1557,Wasimbete,,,,population_density,284.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,,,,settlement_concentration,0.29,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,,,,water_body_proximity,0.259,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1557,Wasimbete,,,,exposed_population_proxy,305.4,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,12906,1781,2933,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1555,Wasweta Ii,,,,population_density,286.9,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,,,,settlement_concentration,0.315,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,,,,water_body_proximity,0.279,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,,,,wash_vulnerability,0.309,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1555,Wasweta Ii,,,,exposed_population_proxy,350.1,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,13116,1810,2981,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1558,West Kanyamkago,,,,population_density,289.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,,,,settlement_concentration,0.34,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,,,,water_body_proximity,0.299,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1558,West Kanyamkago,,,,exposed_population_proxy,315.5,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,13482,1867,3064,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1546,West Sakwa,,,,population_density,304.3,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,,,,settlement_concentration,0.301,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,,,,floodplain_exposure,0.224,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,,,,water_body_proximity,0.332,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,,,,wash_vulnerability,0.322,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1546,West Sakwa,,,,exposed_population_proxy,408.4,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,13536,1868,3076,,,,seeded_demo,seeded,fresh,,,seed-e2e:2026-05-05,Seeded ward population baseline for non-production e2e testing.
1554,Wiga,,,,population_density,294.4,people_per_km2_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,,,,settlement_concentration,0.315,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,,,,floodplain_exposure,0.209,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,,,,water_body_proximity,0.259,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,,,,wash_vulnerability,0.274,index,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
1554,Wiga,,,,exposed_population_proxy,325.6,people_proxy,seeded_demo,seeded,fresh,deterministic_context_aligned_seed_profile,ward,seed-e2e:2026-05-05,Seeded exposure proxy for non-production e2e testing.
